0,1
5,"gute lage im stadtzentrum. shoppingmeile und sehensw  rdigkeiten, sowie gute pubs in laufweite. das hotel ist neu, gut gepflegt und hat bem  htes nettes personal. ideal f  r einen kurztrip nach edinburgh. l  ngere aufenthalte eher nicht, da die zimmer recht klein sind."
4,"this is a fairly new property i think. it is a german company and has most of the amenities you would want. it is priced on the budget minded side so it won't break your bank.
location is really good. near the royal mile and waverley station without being too noisy. very easy to walk to everything we wanted to do. has wifi but we did have to re log in every day."
4,"first time at this group of hotels. pretty new, only one in uk, another to open in edinburgh and one in london. rooms not very big but great price and location for a weekend in edinburgh. rooms clean, comfortable, good shower and free wifi!"
3,"had continental style breakfast here a short distance from waverley station as i had half hour before a train home and wanted to try somewhere new. motel1one is nearby and a easy two minute walk, slightly uphill towards the castle from the station. 

on entry it's modern, cosy has tons of cool yet bright pastel and mochilato colours to accommodate your cold wintertime self. wooden floors, warm rugs, sheepskins on the sofas, slate walls and oak barrelled tables, with slight distinct scottish themes due to their tartan furnished accessories completes the feel.

i sat in one lounge, had tea and food self served for well under   10, you know bran, meats cheese and croissant that sort of stuff. with a copy of local newspaper in hand i really needed to eat, stay warm and access wifi, the reasons i came in.

some hotels in the city give you access to wifi if your a paying guest, but repeated attempts to access their wifi even with staff help, eventually gave access but in german. on going to reception again for additional help the staff were great got the correct website for me, but still no luck.

hmmm, by the time this was all done i came back to cold tea and didn't really have time now to finish a second cup of hot earl grey, so sorry to staff for removing an almost full cup of tea. great place though nice breakfast and funky decor especially the plasma tv displaying a roasting log fire in reception, but sadly for me no easy access to wifi when badly required.

maybe next time i will endeavour to try food against technology!"
2,"definitely not a fan. coming from orange county, ca, i have high expectations when it comes to asian food.  suffice to say that panda express would have been a better choice, which is pretty sad."
4,the food was fantastic! i highly recommend  the lettuce wraps.
2,"took the family there last week.  ordered fried wontons, sweet and sour beef, mongolian beef, honey crusted chicken and pad thai noodles.  

the mongolian beef was delicious, however the white rice was undercooked, some of the rice was hard still and crunchy.

honey crusted chicken also quite good, same story with the rice.  same thing with the sweet and sour beef.

ordered the pad thai without peanuts... son is allergic to peanuts so we made it very clear we didn't want anything with nuts.  they deliver the pad thai with peanuts all over the top.  sent it back and they fixed it.

they brought us spring rolls which we did not order.  we said they were not ours we ordered wontons.  they bring us the wontons a few minutes later.  the wontons are less expensive than the spring rolls, we point that our to the guy at the register and with a bit of smart alecky ness says that he ""let us keep the spring rolls"" and ""didn't charge is for all of our drinks"" as if he did us a favor.

overall the food was decent, the rice was terrible and the attitude of the cashier was not what i expected with a  65 food order!!

i wouldn't go back for that price and food quality but perhaps we caught them on a bad day.."
4,i love the lettuce wraps here. they are simply the best.  i order carry out often from here. i occasionally dine in.  my problem with the dinning in is the seating. it is always difficult to find a seat.  the place really needs to expand.  if you have a party of more than 4 most days you can hang it up.  other than the seating i like it. large portions of rice and noodles.  a little stingy on the meat.
4,i've been here at least 5 times now and each time is better than the last. i iove what they have done to improve the building and add outdoor dining. service is always good here and on par with other top places in mentor. i really suggest the chicken soup on a cold day it's very yummy! everything i've had on the menu has been great.
5,"i eat here all the time and most of the staff are from guadalajara.... food is definately ""americanized"" and by that i mean tamed down in heat and changed a little for what americans expect.... but when i order my racos de carne asada with lime and cilantro and onions.... all i get are big smiles and hot sauce.... so if your in the mood for authentic hotmexican food.... just let the waiter know.. hell guide you to a great choice!"
5,what a surprise!  the most amazing mexican food i have ever tasted and i am a foodie. my husband and i ordered the table side guac.  delicious!   texas margaritas. delicious!  seafood burritos with fresh cilantro!  i will be salivating for them soon!  all of the food was so fresh!  you must try this place. we will try the green road location next as it is closer to our home.
5,"yum!!! i love this place! come almost every friday. try the chicken chili verde, my first favorite dish. my new favorite, burrito chipotle!!!! so delicious! don't forget the margaritas!!  )"
2,"i don't understand all of the high marks for the this place. the chips were not good and the salsa wasn't good either.. the chips were bland, old and not seasoned at all, the salsa represented canned tomato taste, yuk, the chix enchilada was flavorless, while using white meat chicken it was not seasoned and very chewy, it had no flavor whatsoever and was definitely something ""not"" to order. the  most off putting thing about the place is the filthiness of all the furniture and the fact that we had fruit flies buzzing our table thru out our meal. while el rodeo and el patron are nearby, and have far better food,i cant understand what the attraction is to this place, will not be back"
5,"love this place. i went there with me boyfriend to celebrate our anniversary and i am glad my colleagues suggested me this place. the food is really really good. they have a great cocktail list. 

we shared the hot balls (delicious) and the rillettes (i loved it). then, i had the beef tartare with the side of potatoes cooked in duck fat (awesome). to finish, i had the lemon pannacotta...this is by far one of the best dessert i've tried. i am not a dessert person and not a big fan of lemon but that dessert was just perfect!! 

the service was slow so don't go there if you are in a rush! our waiter was really nice  and even tried to speak in french as he noticed that we were speaking french. 

i will definitely go back there...i am sad this place is kind of far from were i live!"
5,"had a lovely evening last night at table 17.  great selection of wine and the owner made an excellent suggestion of something we had never heard of before   bearing in mind both price point, meal choices and preferences (though overall it was a bit of a pricey list, only one bottle south of  50, just).  

lovely, vibrant atmosphere, the polenta was delicious as a starter (the chef tops it with a different finish every day   last night it was meatballs)   though the other ones we saw at other tables also looked sumptuous   and our meals sides were excellent.  also, the food prices

all in all a great evening    could have happily ordered anything from the menu, and what we did order was delish.   

definitely will go back to work our way through the rest of the menu."
4,"found this place by chance and walked in for brunch on a sunday. there was one table available luckily. there wasn't a lot on the menu, but all the items we ordered wew so fabulous!! and very out of the ordinary. service was good too.

french toast with creme anglais, pastry shell with onions, pears etc... all fabulous. it's a delight for the senses, this place."
4,"i had a nice time at table 17.

it was busy when we got there. we had reservations but had to wait at the bar (no big deal) and the bartender (he's in his early 100s) was a riot.

i had the polenta to start. it was creamy and buttery, and the braised pork shoulder in white wine on top was oh so good.

i had the short ribs as my main. the meat was tender and moist and the root veggies were perfectly cooked.

we shared the hunters mash as a side   i was expecting more flavour.

table 17 had a great vibe to it.
the food was good. the servers were attentive. i'd definitely go back."
2,"i was very excited to try table 17, and unfortunately it was a huge let down. i was made to feel very uncomfortable from the moment that i walked in. it was terrible service, and i was very surprised to see this. the waitress asked us to order our appetizer and entree at the same time, causing us to feel very rushed. we waited about an hour for our dinner and were quite disinterested when the food even came.  the beef tartar was by far my best course. the scallops were fine, as to be expected. the broccoli was good once you were able to get past that it was cold. wine list by the glass was limited, and we never heard of any specials for the evening. we did receive bread with oil prior to the meal, but no extra plate to put the oil on. we had to get up ourselves and go to the bread table for a plate, balsamic vinegar, salt and pepper. an all around let down for a place that i had heard was good."
2,"considering the amount of rave reviews on here, i suggested our group of five celebrate a birthday at table 17. maybe it was an off night but i walked away with a bad first impression. so did my guests.

the dinner reservation was at 5 45 on a saturday, so it wasn't like it was packed. still took close to 40 mins until our cocktails arrived. 

our server was very pleasant but the service steadily declined over the course of our 3 hour (!!!) meal. scatterbrained service, slow bartender and even slower kitchen. it was clear the kitchen and bar were completely backed up. 

our table was finished our bottle of wine before our mains arrived so i ordered another glass of wine so i could enjoy some with dinner. that glass arrived 20 mins after i was finished my main. lots of apologies but little else.

that being said, the cocktails, hot balls and panna cotta were outstanding. and the space is gorgeous. however, our mains were overpriced and overcooked. we all cleaned our plates because we were starving (almost 2 hours to receive mains), but they just weren't great. the halibut was the best of the bunch.

considering the amount of solid restaurants in this city, i won't visit again."
5,"had a very lovely meal here on saturday. came at 6 30 and it wasn't busy but filled up by the time we left. the crowd was definitely older, i don't think i saw anyone under 30 in there. decor was very woodsy and rustic. but at the end of the day, it's the food that counts!
we had...
hot balls  lamb risotto, mushroom and fontina risotto, and a goat cheese and honey balls. you get three little timbit sized balls for 7 bucks which i thought was very reasonable. they were so delicious, i wished we had gotten the double portion after we were finished.
polenta w  sausage sugo  my affection for polenta knows no bounds so i loved every little spoonful of this. it came out on a slice of a tree trunk which allowed the polenta to slowly spread out perfectly over the dish. polenta was creamy and had a nice umami flavour. good liquid to polenta ratio made this comforting and incredibly addictive. chef came out and laid the hot sausage meat sauce right on top of it. we loved it so much, we made it at home the next day...seriously.
steak tartare w  frites and salad  delish and flavourful tartare. the frites were incredible!! get them!

will i be back? yes! none of the dishes even remotely disappointed me and the service was solid."
4,"the first time i came to table 17 was a little over a year ago. i took my grandmother and my aunt out for dinner. the moment i came to this place i was very impressed. 

firstly, it was very conveniently located to us. secondly, it has this very home y feel and decor. nothing felt overwhelming. we came on a monday night. (to my knowledge sunday and monday nights table17 offers prix fixe menu.) we all ordered different staters, steak and different desserts! however, what made me fall in love with this place is thee amazing home made olive oil. their olive oil tasted amazingly fresh and you can't help but eat all of their fresh bread with it. unfortunately, in multiple occasions i've asked if i could purchase a bottle and to my disappointment they do not sell their olive oil.  ( 

the only thing i found about this place that did not satisfy my expectations were tht the servers are very slow and not as hospitable as other servers from my other experiences. 

overall, i definitely recommend this place. especially their duck confit which is amazing! 

 cl 

ps they take reservations and it gets pretty busy so be sure to make them.  )"
4,"had dinner here once and it was ok, but the brunch was great. i had the sloppy giuseppe   two sunny side eggs top a crispy, fried polenta cake, surrounded by a moat of bolognese sauce. awesome. i'll definitely be back for that alone."
4,"brunchy time and we have a winner.  to start, we got a seat right away on sunday for brunch.  i highly suggest going around 11 30 as you just miss the 12pm rush.  it is a stylish restaurant and the service was top notch.

for my meal, i had the french toast.  it was good   light and perfectly cooked.  the cinnamon anglaise tasted like melted ice cream.  there was an assortment of berries as well.  their orange juice was freshly squeezed and we were in and out in under 45 minutes. 

definitely will be back for another brunch extrodinaire!"
5,"we really enjoyed this place.  food and service was excellent.  table 17 has different and unique things to try! i highly recommend the goat cheese balls, they were fantastic!!"
4,"pei oysters with the lime tequila sauce were great.  the menu on the website was out of date, so the bearnaise i was expecting to have with my steak frites was not available. however, the chimichurri sauce that replaced it was very good."
4,"rarely do i ever venture east of yonge. it terrifies me. but when my bff requested we go to table 17 for her birthday, i put on my big girl pants and made my way to the east. walking along queen, east of broadview, i was amazed at how much has changed (i lived on broadview and dundas years ago and this was not the place to be). 

once we arrived at table 17 i was really impressed with the overall vibe. warm, inviting, with minimal segregation from the kitchen to the dining area (i love seeing who's making my meal!). 

i had oysters to start and the beef tartare for my main. it was chalked full of flavour. everyone else at the table really enjoyed their dishes as well (some fish, some pasta... no weak meal was served). 

the server was wonderful. he had a great balance of being helpful and present at times and then absent when he wasn't needed. 

great venue... worth making the trek across the yonge street tracks."
5,"the fish croquette, pork belly and collard greens price fixe for  35 were to die for. uncorking two bottles of chateauneuf du pape for free was simply priceless.  i am just not used to actually getting such value for money at restaurants in toronto."
4,"table 17 is a truly awesome restaurant and worth a visit. my girlfriend and i stumbled across it for brunch one weekend and were impressed. we then returned for sunday dinner and realized they have no corkage fees that evening, what a nice surprise.

the people running this restaurant get it, down to every detail. the servers are very friendly and helpful. the decor is nice, nothing overdone, just comfortable and 'rustic chic' which fits the type of place they are and food they serve. 

speaking of food, it's the best part. i don't have a high end palate, but i can say that i enjoyed every dish and felt the pricing was fair. servings were generous so you won't come away hungry. 

bravo guys. bra vo."
3,taste good but bad value. portions are way too small. we both had a app main and desert and still very hungry.
2,"meh. service was bad and food wasn't much better. the restaurant was clearly understaffed and our server rushed us all night.

to be fair, the hot balls and kale salad were very good appetizers. the main course was a huge disappointment. my fianc   ordered the trout on a recommendation from our server. it was bland and undercooked. the avocado mousse tasted processed and fake. i ordered the simcoe county pork chop after our server highly recommended it over the steak frites. super bland, no spices. 

maybe it was an off night as there seem to be mostly positive reviews, but we left disappointed."
5,"i had a groupon certificate for table 17 and i'm not usually one to purchase groupons unless it's a place i really want to try or already like, we walked in without reservations, which i am also not prone to doing, but they had a small table available that was out of the way and quiet.

i've heard others complain about the service here. i found it to be fabulous, and i'm in the industry myself, so i know what the job entails. our server explained the specials and gave us some great recommendations for drinks and menu items.

the hot balls (arroncini) were fabulous and small enough to add on to any meal without spoiling your appetite. lamb leg and merguez sausage wad fabulous and surprisingly lean.

desserts looked fab, although we were too full, but i loved that the cheese platter was priced with a glass of tawny port. delicious.

overall, a great dining experience and will be back for sure!!!

p.s. when you use a groupon, please please please remember to tip on the amount before discount. your server worked just as hard as he or she would for any other patron and it's in very bad taste to not acknowledge this."
4,"i've been to table 17 twice, and since the first time i came here, i have been anticipating the next time i would reunite with the sticky toffee bread pudding!
with a groupon in my hand and the final days ticking before expiration, i knew i had to get in here for what i hoped to be a fantastic dinner.

the tables were a little bit close, but not intruding and the waiter was patient and informative with the questions i had (i always have questions!)

for our shared appie, we went with the burrata because i have been looking for a good burrata dish since i moved back to to and had not found it yet.  i tried one at reds last year and thought that it was not creamy enough and unfortunately, this one missed the mark as well. i thought that there was not mixture between the mozza and cream, so the soft texture of the burrata was lacking. the flavours and other components of the dish paired very well.. just wish there was more creamy goodness.

it happened to be good friday and i really did not plan to eat meat that night. i was tempted to go with the shortribs because i knew i would not be disappointed from my first experience. i was debating between the pasta and one of the fish dishes but there was one component of each dish that did not speak to me.

on a whim, i went with the scallops at the very last second. it came in a creamy broth (was not a fan at first read) but it had been quite some time since i had some good scallops and i definitely had set some high expectations. on first bite..... i was grinning ear to ear... the scallops were perfectly cooked, loads of flavour in the broth, and i could not get enough. i'm just not a super big fan of clams, so i cannot really comment on them. none the less, i tried to scoop up ever last ounce of the broth on the plate! the short ribs were tender (husband's review), and very tasty.

for dessert .... i did not have to look at the menu   sticky toffee pudding it is.... it came out hot in a ramekin, loaded with caramel sauce and apple butter on the side. rich, decadent, tasty, mouth watering..... it was just like i remembered and more! s had the banana cheesecake, which i was hesitant about because i'm not sure how that could go well together... but it was actually surprisingly subtle but evident in banana flavour. with a touch of peanut butter to finish it off, the dessert was a great choice.

i'm so glad that my second experience was just as good as the first. as someone who doesn't repeat restaurants often, i can vouch that this one will not disappoint."
2,"i wanted to go to table 17 since i moved down to leslieville and was excited to finally find an opportunity to go. my party of 2 got there around 9 pm and waited about 10 minutes to be seated. unfortunately that's how the night continued. the decor is nice but very loud, with a large table in the middle of the main dining room for the servers to cut bread which we didn't receive until about 20 minutes after we were seated. we ordered drinks and decided none of the entrees looked appealing enough to pay about  28 bucks plus for, so we shared appetizers. we waited about 15 minutes for our drink. when we finally received our food at about 9 45 it was nothing special. to top it all off even i got the bill and they charged me for an entree i didn't even order. there are too many options in the area to go back for a mediore experince."
4,"my girlfriend took me here for my birthday what a surprise! i had their fresh oysters which were incredible tasted like they were fresh out of the ocean. what i loved the most here was their own homemade olive oil, simply the best olive oil i have tried i can just sit there the whole day having their freshly baked baguettes dipping in their basalmic vinegar and olive oil. 

glad my girlfriend showed me this little place book a reservation today you wont regret it!"
5,"my partner and i went to table 17 for dinner while on a visit to toronto, we both felt that this was a very good restaurant based on both food and service.

our hotel was in the financial center, so we wanted to explore a different part of toronto, and the server at another restaurant said good things about table 17. the atmosphere there is rather romantic, with candlelight and a somewhat dark setting. it's not a very large restaurant, but the small space doesn't make it too loud.

the menu we had was prix fixe with an appetizer, entr  e, and dessert. since there were two of us, we were able to try a good portion of the menu, and we were rather impressed with what we got. my pork belly entree was very tasty and light.  my partner had the steak frites for entr  e, and i while normally tend to stay away from steaks at a non steakhouse (because you never know what you're going to get), this steak was tender, charred, and very well executed.

the service was definitely a bright spot here. our waitresses very friendly and indulged all are crazy questions and requests.

overall, i would definitely recommend table 17 for either a group dinner or romantic dinner. there's one table right by the window that was open when we arrived, and we asked to sit there but the hostess said that people reserve some tables by number because they're good. if you care, that one is ...table 23.  )"
1,"they are changing their complex name to mosaic, so be forewarned the issues will exist there, too.

i am sick of this. the water to my apartment has just been shut off 3 times in 3 months. the first time, the guy doing their renovations cut a line, the they had a scheduled outage that resulted in dirt in my lines, and now i wake up and there is no water and i can't get a hold of anyone at the leasing office or maintenance to ask if it will be on in time for me to shower before work!

also, there is a line that drips from behind my washing machine to an open pipe and no one has ever come by to fix it after complaining to the front office. they also can't keep the walkway light by my apartment stairs lit, and i come home from work after it is dark. since i come home after dark, i notice that it seems like the gates get stuck open pretty frequently.

the new management company also doesn't believe in posting how much you owe before it is past due. you can either set up an auto withdrawal or risk they won't have it up before you are late."
4,"definitely an upscale shopping center.
the shops boutiques are definitely for the rich.  )

great shopping experience."
2,"some great shops, but crazy hard to get your bearings, find the store you're looking for, or keep track of which ""aisles"" you've ""done"" and what's left to shop... for a sport shopper like me, that's incredibly annoying   and tends to keep me away. given almost all of these stores can be found in at least one other shopping center in vegas..."
5,"three words for you...high end expensive. 

i can't give the shoppes at the palazzo any less than 5 stars because they market, advertise, and sell money.  that's their main goal.  put a bunch of high end stores together and make money.  since they accomplish their goal, you can't fault them for it.  when it comes to expensive goodies, might as well set it up correctly and at one of the more classier casinos like the palazzo.  all the stores are maintained, clean, and have some of the best service ever, like ever.  

i've only been here a half dozen times and never bought anything due to my wine taste beer budget.  but i can tell you one thing, you're never stereotyped here, you're never treated like you don't belong, and you're never more than a minute in a store without great service.  my issue...i just can't justify some of the expenses.  if i ever hit the ca lottery (2, 23, 45, 55, 8, mega 13) then you may finally find me here not window shopping, but actually getting something. 

the shoppes at the palazzo   "
4,"te cafe has an extensive selection of teas including dozens of green and black teas as well as a few other variations  you can also order coffee, hot chocolate, and pastries. in terms of ambiance, it is one of the coziest establishments that i have been in making it an ideal place to read, study, or complete some work. it's also a nice venue to meet up with a friend for a pot of tea and some quiet conversation. there are also some board games (including chess, backgammon, and dominoes among several others)"
5,"went here with my girlfriend and really enjoyed this place. great atmosphere. i'm not that into tea, but i had a couple cups from the pot my gf ordered and enjoyed it. we ordered 2 biscotti, a medium coffee and a pot of tea (which comes with a free refill) and it cost just over  7. the barista was really nice and helpful."
1,"i came in for the first time, sat down to setup my computer, and within 2 minutes had a server telling me that if i do not order anything i will have to leave. i'm not sure if i was being judged by the way i looked (wearing sweatpants and ratty t shirt), or if this is standard practice. i was planning on staying and purchasing a drink, but found this treatment extremely rude and uncomfortable. do not plan on returning."
4,"aw, i love it. it looks like a really great study area. i would come here to study. also they give you a pot of tea with free hot water refills. that would be perfect for studying. also, the guy working there was really helpful with suggestions. and the place inside is just super chill."
4,"i've been shopping at this mall since i was a child and in the last couple years they've really outdone themselves by doing a total makeover and renovation. the whole interior is a lot more trendy and reflective of our times and the big name brands and boutiques that have settled in the mail.
everything is a glossy white marble, clean and sleek.  lots of natural sunlight coming from glass rooftop openings. the food court is also impressive, they've expanded the seating area by shutting down one of the stores on the side. color combination and lighting makes this place a whole lot more appealing.

since the building of the dix 30 mega outdoor shopping lifestyle complex, mail champlain has had to renew itself to retain shoppers. the opening of the forever 21 store was one of their best moves. they also appeal to a higher class of shoppers with big brands like bcbg and browns shoes. even the bay has undergone a slight revamp   on the main floor, they've rearranged their handbag and shoe department to make way for name brands.

i used to see mostly elderly people wandering around during the week, it didn't seem like a popular hangout place for youngings but that has changed.

mail champlain has a bit of everything for all ages, tastes and budgets. the only thing missing might be a pharmacy, they used to have a jean coutu but it closed down."
3,"menu is short. excellent black bean veggie burger and seasoned waffle fries.  old fashioneds are made from scratch muddled.  i had excellent service while there  nice, competent bartender came outside to refill drinks several times.  it was a comfortable experience, relaxing outside watching the waves.  veggie people beware taxidermied animals inside."
4,"i'm very surprised to read all the negative reviews. we were made to feel very welcome as soon as we sat at the bar by tim the bartender. he was unfailingly polite and friendly, as were the people who sat near us. it made me wish we had more time to hang out and soak up the lovely waterfront location. 

starving, we ordered a pizza and both enjoyed enjoyed the hell out of it. the toppings tasted very fresh and the crust had a slight flakiness to it. the only drawbacks i can think of are the plastic cups the beer is served in and that i'd love it if another taphandle were devoted to something a bit more local to madison, like ale asylum, karben4, or even tyranena (from lake mills).

as we left tim thanked us for stopping in and asked us to come back the next time we were nearby. i 100  plan to do so."
